MEMORY:,,* ALMEMO Control * Ver. AC-6.0.3.1 - 16.11.2017 13:00:56 * 06.08.2020 15:11:19                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,,,,,,,,,
ALMEMO,K:,,,,,,,,,,,,,
V7,BEREICH:,P204,Ntc ,P Uw,P td,P tw,Ntc ,HcrH,H td,H r ,NiCr,NiCr,NiCr,D2.6
710,KOMMENTAR:,WBGT,Psychromet,Feuchte,Taupunkt,Feuchttemp,Temp_T5,Feuchte_T5,TP_T5,Mischung,blatt aktu,blatt dry,blatt wet,quantum
V7,GW-MAX:,,,,,,,,,,,,,
$000016,GW-MIN:,,,,,,,,,,,,,
DATUM:,ZEIT:,M0.0 °C,M1.0 °C,M1.1 %H,M1.2 °C,M1.3 °C,M2.0 °C,M2.1 %H,M2.2 °C,M2.3 gk,M3.0 °C,M4.0 °C,M5.0 °C,M7.0 Wm
06.08.2020,12:08:11,43.04,30.98,36.6,14.6,20.07,34.05,25.5,11.7,8.5,30.6,42.7,31.4,375
06.08.2020,12:08:21,43.09,30.54,36.4,14.1,19.70,33.94,26.6,12.2,8.8,30.6,43.0,31.6,385
06.08.2020,12:08:31,43.12,30.25,36.5,13.9,19.50,33.82,26.5,12.0,8.7,30.8,44.1,32.2,408
06.08.2020,12:08:41,43.14,30.36,36.2,13.8,19.52,33.78,26.4,12.0,8.7,30.7,44.7,32.5,434
06.08.2020,12:08:51,43.17,30.15,36.7,13.8,19.46,33.77,27.1,12.3,8.9,30.7,43.9,33.0,464
06.08.2020,12:09:01,43.20,29.97,36.9,13.8,19.36,33.78,27.1,12.3,8.9,30.9,43.6,33.7,502
06.08.2020,12:09:11,43.23,30.02,36.4,13.6,19.31,33.84,26.7,12.2,8.8,31.0,43.1,34.9,561
06.08.2020,12:09:21,43.25,29.84,36.1,13.3,19.11,33.93,26.6,12.2,8.8,30.8,43.3,36.0,629
06.08.2020,12:09:31,43.27,29.86,35.6,13.1,19.01,34.06,25.8,11.8,8.6,30.9,42.3,36.3,717
06.08.2020,12:09:41,43.28,29.97,35.4,13.1,19.05,34.23,27.4,12.9,9.2,30.9,41.2,37.1,825
06.08.2020,12:09:51,43.30,29.91,36.0,13.3,19.13,34.42,28.1,13.4,9.6,31.1,39.9,37.6,964
06.08.2020,12:10:01,43.32,30.05,35.9,13.4,19.22,34.58,26.6,12.7,9.1,31.0,38.6,37.9,1090
06.08.2020,12:10:11,43.33,30.46,35.6,13.7,19.46,34.76,26.3,12.7,9.1,30.9,38.4,38.8,1193
06.08.2020,12:10:21,43.33,30.52,35.2,13.5,19.42,34.96,24.8,12.0,8.7,30.3,38.2,39.0,1278
06.08.2020,12:10:31,43.34,30.59,34.2,13.1,19.24,35.12,24.1,11.7,8.5,29.4,37.4,38.3,1342
06.08.2020,12:10:41,43.34,30.94,32.9,12.9,19.23,35.17,23.9,11.6,8.5,29.0,36.8,38.2,1365
06.08.2020,12:10:51,43.33,31.09,33.0,13.0,19.37,35.20,25.4,12.6,9.0,29.4,36.2,38.0,1359
06.08.2020,12:11:01,43.32,31.20,33.1,13.2,19.48,35.20,26.0,12.9,9.2,29.8,35.5,37.7,1327
06.08.2020,12:11:11,43.32,31.66,33.9,13.9,19.98,35.23,25.8,12.8,9.2,30.2,35.9,37.5,1267
06.08.2020,12:11:21,43.31,31.92,34.2,14.3,20.23,35.24,24.7,12.2,8.8,30.2,35.9,36.7,1182
06.08.2020,12:11:31,43.31,31.76,34.7,14.4,20.24,35.21,24.7,12.1,8.8,30.0,35.8,35.2,1086
06.08.2020,12:11:41,43.30,31.52,34.9,14.3,20.09,35.08,26.0,12.8,9.2,29.9,35.6,34.1,980
06.08.2020,12:11:51,43.30,30.94,35.9,14.2,19.89,34.83,25.3,12.2,8.8,29.5,35.9,32.7,843
06.08.2020,12:12:01,43.29,30.59,36.7,14.3,19.80,34.60,26.4,12.6,9.1,29.7,36.7,32.5,715
06.08.2020,12:12:11,43.28,30.46,37.4,14.4,19.85,34.39,26.8,12.7,9.1,30.0,38.1,32.5,603
06.08.2020,12:12:21,43.28,30.16,38.3,14.5,19.79,34.20,27.8,13.1,9.3,30.2,38.9,32.0,499
06.08.2020,12:12:31,43.28,29.81,39.1,14.5,19.68,33.93,28.1,13.0,9.3,29.6,34.3,29.1,170
06.08.2020,12:12:41,43.26,29.27,40.1,14.4,19.47,33.66,28.5,13.0,9.3,29.4,33.6,26.9,182
06.08.2020,12:12:51,43.23,28.98,40.7,14.4,19.37,33.43,29.2,13.2,9.4,29.2,33.2,25.7,178
06.08.2020,12:13:01,43.18,28.56,41.8,14.4,19.26,33.24,29.5,13.2,9.4,29.1,32.6,24.7,177
06.08.2020,12:13:11,43.11,28.31,41.8,14.2,19.06,33.01,28.1,12.2,8.8,28.7,32.0,24.0,177
06.08.2020,12:13:21,43.02,28.08,42.4,14.2,18.99,32.81,28.8,12.4,8.9,28.7,31.7,23.8,176
06.08.2020,12:13:31,42.94,27.86,42.6,14.1,18.86,32.61,28.0,11.8,8.6,28.5,31.7,24.0,178
06.08.2020,12:13:41,42.84,27.95,41.6,13.8,18.74,32.46,27.2,11.3,8.3,28.3,31.5,24.0,182
06.08.2020,12:13:51,42.72,28.19,40.0,13.4,18.61,32.33,26.7,10.9,8.1,28.0,31.3,23.9,185
06.08.2020,12:14:01,42.61,28.37,38.2,12.9,18.42,32.26,27.1,11.1,8.1,27.9,31.3,24.0,192
06.08.2020,12:14:11,42.50,28.83,36.3,12.5,18.39,32.21,27.4,11.2,8.2,27.8,31.2,24.0,203
06.08.2020,12:14:21,42.36,29.12,35.7,12.5,18.49,32.19,28.7,11.9,8.6,27.9,31.0,24.0,217
06.08.2020,12:14:31,42.22,29.03,37.1,13.0,18.70,32.17,29.5,12.3,8.8,28.1,31.0,24.1,236
06.08.2020,12:14:41,42.08,29.04,37.2,13.1,18.74,32.13,28.2,11.5,8.4,28.2,31.0,24.2,253
06.08.2020,12:14:51,41.96,29.20,37.2,13.2,18.84,32.10,28.4,11.6,8.5,28.2,31.1,24.4,270
06.08.2020,12:15:01,41.83,29.26,37.0,13.2,18.86,32.09,29.2,12.0,8.7,28.3,31.1,24.3,287
06.08.2020,12:15:11,41.69,29.30,36.5,13.0,18.79,32.08,27.8,11.3,8.3,28.5,31.1,24.4,304
06.08.2020,12:15:21,41.56,29.40,35.7,12.8,18.69,32.07,27.2,10.9,8.1,28.3,31.1,24.3,313
06.08.2020,12:15:31,41.43,29.52,35.0,12.6,18.64,32.05,27.3,11.0,8.1,28.0,31.2,24.3,318
06.08.2020,12:15:41,41.32,29.56,34.7,12.5,18.60,32.03,27.7,11.2,8.2,27.8,31.3,24.4,320
06.08.2020,12:15:51,41.17,29.64,34.4,12.4,18.60,31.99,27.9,11.3,8.3,28.2,31.4,24.4,318
06.08.2020,12:16:01,41.06,29.69,34.4,12.4,18.63,31.97,27.7,11.1,8.2,28.3,31.5,24.4,311
06.08.2020,12:16:11,40.93,29.70,34.4,12.4,18.64,31.93,27.7,11.1,8.2,28.4,31.7,24.3,302
06.08.2020,12:16:21,40.83,29.74,34.7,12.6,18.74,31.92,29.2,11.9,8.6,28.6,31.7,24.2,288
06.08.2020,12:16:31,40.69,29.92,34.9,12.9,18.91,31.92,29.2,11.9,8.6,28.8,31.8,24.4,269
06.08.2020,12:16:41,40.59,29.77,35.3,12.9,18.89,31.91,28.4,11.5,8.4,28.9,31.9,24.5,251
06.08.2020,12:16:51,40.48,29.52,35.5,12.8,18.73,31.87,27.9,11.2,8.2,28.8,31.9,24.5,233
06.08.2020,12:17:01,40.39,29.40,35.2,12.5,18.59,31.84,27.6,11.0,8.1,28.8,31.8,24.5,216
06.08.2020,12:17:11,40.27,29.43,35.1,12.5,18.59,31.81,28.0,11.2,8.2,28.6,32.0,24.5,200
06.08.2020,12:17:21,40.16,29.46,34.8,12.4,18.56,31.77,28.1,11.2,8.2,28.9,32.0,24.5,190
06.08.2020,12:17:31,40.05,29.54,34.9,12.5,18.63,31.75,29.0,11.6,8.5,28.8,31.9,24.4,182
06.08.2020,12:17:41,39.96,29.51,34.9,12.5,18.60,31.72,28.0,11.1,8.2,28.7,32.0,24.5,178
06.08.2020,12:17:51,39.85,29.46,35.0,12.5,18.59,31.71,29.3,11.8,8.5,28.6,32.0,24.7,177
06.08.2020,12:18:01,39.76,29.52,35.2,12.6,18.67,31.73,29.8,12.0,8.7,28.8,32.0,24.8,177
06.08.2020,12:18:11,39.67,29.69,35.2,12.8,18.80,31.76,29.8,12.1,8.7,29.0,32.0,24.8,178
06.08.2020,12:18:21,39.58,29.78,35.7,13.1,18.97,31.79,29.8,12.1,8.7,29.0,32.0,24.9,179
06.08.2020,12:18:31,39.48,29.82,36.2,13.3,19.11,31.81,30.6,12.5,9.0,29.0,31.9,24.8,182
06.08.2020,12:18:41,39.39,29.90,36.5,13.5,19.23,31.83,29.1,11.8,8.5,28.8,31.8,25.0,187
06.08.2020,12:18:51,39.32,29.89,36.3,13.4,19.18,31.84,29.0,11.7,8.5,28.7,31.6,25.0,193
06.08.2020,12:19:01,39.23,29.83,36.3,13.4,19.14,31.83,29.6,12.0,8.7,28.7,31.3,24.9,202
06.08.2020,12:19:11,39.14,29.84,36.3,13.4,19.15,31.82,29.8,12.1,8.7,28.7,31.3,25.0,214
06.08.2020,12:19:21,39.06,29.56,37.0,13.4,19.07,31.80,30.1,12.3,8.8,28.8,31.2,24.8,227
06.08.2020,12:19:31,38.99,29.33,36.5,13.1,18.81,31.74,27.3,10.7,8.0,28.6,31.1,24.7,241
06.08.2020,12:19:41,38.91,29.27,35.2,12.4,18.49,31.66,27.8,10.9,8.1,28.3,31.0,24.6,252
06.08.2020,12:19:51,38.83,29.24,33.9,11.9,18.21,31.55,27.9,10.9,8.1,28.2,30.9,24.5,264
06.08.2020,12:20:01,38.74,29.52,33.7,12.0,18.36,31.48,29.0,11.4,8.3,28.3,31.0,24.4,272
06.08.2020,12:20:11,38.65,29.73,34.0,12.3,18.60,31.45,29.8,11.8,8.6,28.3,31.1,24.5,278
06.08.2020,12:20:21,38.58,29.96,34.3,12.6,18.81,31.45,30.7,12.3,8.8,28.3,31.2,24.6,283
06.08.2020,12:20:31,38.50,30.10,34.3,12.8,18.92,31.46,28.9,11.3,8.3,28.4,31.4,24.8,286
06.08.2020,12:20:41,38.43,30.25,34.4,12.9,19.04,31.47,30.8,12.3,8.9,28.2,31.4,24.9,287
06.08.2020,12:20:51,38.36,30.33,34.5,13.1,19.14,31.49,30.0,11.9,8.6,28.1,31.5,24.9,284
06.08.2020,12:21:01,38.30,30.45,34.4,13.1,19.19,31.52,29.6,11.8,8.5,28.1,31.8,25.0,279
06.08.2020,12:21:11,38.24,30.50,34.2,13.1,19.20,31.54,28.4,11.1,8.2,28.0,32.0,25.2,271
06.08.2020,12:21:21,38.18,30.54,34.4,13.2,19.27,31.56,28.7,11.3,8.3,28.4,32.1,25.1,262
06.08.2020,12:21:31,38.13,30.58,34.6,13.3,19.34,31.58,29.9,12.0,8.7,28.8,32.2,25.0,251
06.08.2020,12:21:41,38.09,30.45,35.3,13.5,19.38,31.60,31.0,12.5,9.0,29.1,32.3,25.1,239
06.08.2020,12:21:51,38.02,30.50,35.6,13.7,19.51,31.61,30.1,12.1,8.7,29.2,32.5,25.3,225
06.08.2020,12:22:01,37.98,30.45,36.3,14.0,19.61,31.63,32.6,13.3,9.5,29.0,32.6,25.4,217
06.08.2020,12:22:11,37.94,30.42,37.0,14.2,19.72,31.63,29.4,11.7,8.5,28.7,32.6,25.5,210
06.08.2020,12:22:21,37.90,30.32,37.2,14.2,19.70,31.65,31.4,12.8,9.1,28.7,32.6,25.7,204
06.08.2020,12:22:31,37.86,30.46,36.9,14.2,19.73,31.67,31.5,12.8,9.2,28.7,32.4,25.7,197
06.08.2020,12:22:41,37.82,30.49,37.3,14.4,19.84,31.70,32.8,13.5,9.6,28.6,32.3,25.6,191
06.08.2020,12:22:51,37.80,30.39,37.7,14.5,19.85,31.71,33.4,13.8,9.8,28.9,32.2,25.7,187
06.08.2020,12:23:01,37.75,30.31,37.8,14.5,19.82,31.71,32.4,13.3,9.5,29.3,32.2,25.8,183
06.08.2020,12:23:11,37.72,30.47,37.6,14.5,19.88,31.72,32.2,13.2,9.4,29.4,32.2,25.9,180
06.08.2020,12:23:21,37.69,30.54,37.8,14.6,19.98,31.74,32.8,13.5,9.6,29.4,32.2,26.1,179
06.08.2020,12:23:31,37.66,30.49,38.1,14.7,20.02,31.75,31.6,13.0,9.2,29.4,32.1,26.2,179
06.08.2020,12:23:41,37.64,30.46,38.3,14.8,20.03,31.77,35.0,14.5,10.3,29.5,32.1,26.3,180
06.08.2020,12:23:51,37.60,30.44,38.7,14.9,20.10,31.79,33.1,13.7,9.7,29.5,32.0,26.2,181
06.08.2020,12:24:01,37.58,30.50,37.9,14.7,19.98,31.79,29.2,11.8,8.6,29.4,31.9,26.0,185
06.08.2020,12:24:11,37.56,30.42,37.5,14.4,19.82,31.80,29.3,11.8,8.6,29.1,31.7,25.8,192
06.08.2020,12:24:21,37.54,30.20,36.9,13.9,19.52,31.79,28.6,11.5,8.4,28.8,31.5,25.5,201
06.08.2020,12:24:31,37.51,30.17,35.5,13.4,19.23,31.77,28.4,11.3,8.3,29.0,31.4,25.3,213
06.08.2020,12:24:41,37.48,30.19,35.1,13.2,19.16,31.77,28.1,11.2,8.2,28.9,31.4,25.2,225
06.08.2020,12:24:51,37.47,30.23,34.2,12.8,18.99,31.77,28.0,11.1,8.2,28.6,31.4,25.0,237
06.08.2020,12:25:01,37.44,30.19,34.0,12.7,18.92,31.77,29.2,11.8,8.5,28.7,31.4,25.0,247
06.08.2020,12:25:11,37.42,30.14,34.5,12.9,18.99,31.77,29.0,11.7,8.5,28.7,31.3,25.0,258
06.08.2020,12:25:21,37.39,30.13,34.4,12.9,18.97,31.76,28.4,11.3,8.3,28.8,31.5,25.0,267
06.08.2020,12:25:31,37.37,30.06,34.4,12.8,18.91,31.76,29.0,11.7,8.5,28.8,31.5,25.0,275
06.08.2020,12:25:41,37.35,29.97,34.5,12.7,18.87,31.77,28.4,11.3,8.3,28.8,31.6,24.9,281
06.08.2020,12:25:51,37.33,30.11,34.5,12.9,18.97,31.80,29.3,11.8,8.6,28.9,31.7,24.9,285
06.08.2020,12:26:01,37.32,30.14,34.4,12.8,18.96,31.82,29.2,11.8,8.6,28.9,31.8,25.0,286
06.08.2020,12:26:11,37.29,29.98,34.2,12.6,18.81,31.82,28.5,11.4,8.4,28.8,31.8,25.1,285
06.08.2020,12:26:21,37.27,29.83,34.1,12.4,18.67,31.80,28.2,11.3,8.3,28.7,31.9,25.2,283
06.08.2020,12:26:31,37.25,29.71,33.8,12.2,18.52,31.77,28.5,11.4,8.3,28.8,31.7,25.2,276
06.08.2020,12:26:41,37.22,29.70,33.9,12.2,18.53,31.74,28.5,11.4,8.3,28.9,31.8,25.2,269
06.08.2020,12:26:51,37.18,29.81,33.6,12.2,18.57,31.74,28.8,11.5,8.4,29.0,31.7,25.2,260
06.08.2020,12:27:01,37.16,29.98,33.7,12.4,18.71,31.75,29.5,11.9,8.6,29.1,31.7,25.4,251
06.08.2020,12:27:11,37.14,30.03,34.7,12.9,18.97,31.79,31.0,12.7,9.1,29.1,31.6,25.6,241
06.08.2020,12:27:21,37.11,29.99,35.7,13.3,19.15,31.83,30.7,12.6,9.0,29.1,31.7,25.8,235
06.08.2020,12:27:31,37.09,30.11,36.3,13.7,19.35,31.86,30.1,12.3,8.9,29.2,31.7,26.0,228
06.08.2020,12:27:41,37.07,30.19,36.6,13.8,19.47,31.90,30.6,12.6,9.0,29.4,31.7,26.2,220
06.08.2020,12:27:51,37.05,30.26,37.1,14.1,19.62,31.95,33.5,14.0,9.9,29.5,31.7,26.3,212
06.08.2020,12:28:01,37.03,30.26,37.6,14.3,19.73,31.97,32.6,13.6,9.7,29.6,31.6,26.3,206
06.08.2020,12:28:11,37.01,30.32,37.8,14.4,19.81,31.99,31.3,13.0,9.3,29.6,31.5,26.2,200
06.08.2020,12:28:21,37.00,30.35,38.1,14.6,19.91,32.02,33.3,14.0,9.9,29.6,31.3,25.9,195
06.08.2020,12:28:31,36.99,30.20,38.2,14.5,19.80,32.04,28.5,11.6,8.5,29.5,31.1,25.8,188
06.08.2020,12:28:41,36.97,30.25,36.5,13.9,19.50,32.04,28.7,11.7,8.5,29.3,31.1,25.5,183
06.08.2020,12:28:51,36.96,30.40,35.5,13.5,19.39,32.05,28.5,11.6,8.5,29.2,31.1,25.5,179
06.08.2020,12:29:01,36.94,30.45,35.2,13.5,19.36,32.07,28.5,11.7,8.5,29.1,31.1,25.4,177
06.08.2020,12:29:11,36.92,30.47,34.9,13.4,19.32,32.09,30.0,12.5,8.9,28.9,31.2,25.4,175
06.08.2020,12:29:21,36.90,30.39,35.3,13.5,19.35,32.10,31.0,13.0,9.3,28.8,31.2,25.3,175
06.08.2020,12:29:31,36.89,30.24,36.3,13.8,19.45,32.09,31.4,13.1,9.4,28.8,31.2,25.4,177
06.08.2020,12:29:41,36.87,30.13,35.1,13.1,19.10,32.05,27.4,11.0,8.1,28.5,30.9,25.2,180
06.08.2020,12:29:51,36.85,30.14,33.6,12.5,18.79,31.98,28.0,11.3,8.3,28.2,30.7,24.9,185
06.08.2020,12:30:01,36.84,30.07,33.0,12.2,18.63,31.92,28.2,11.4,8.3,28.1,30.7,24.6,193
06.08.2020,12:30:11,36.81,30.01,33.0,12.1,18.58,31.87,29.0,11.7,8.5,27.9,30.7,24.6,201
06.08.2020,12:30:21,36.78,29.89,33.8,12.4,18.66,31.83,29.8,12.1,8.8,28.0,30.6,24.5,211
06.08.2020,12:30:31,36.75,29.90,33.8,12.4,18.68,31.77,29.7,12.0,8.7,28.0,30.6,24.6,222
06.08.2020,12:30:41,36.72,29.86,34.0,12.4,18.68,31.73,28.8,11.5,8.4,28.2,30.8,24.8,232
06.08.2020,12:30:51,36.70,29.88,34.0,12.4,18.69,31.69,29.7,12.0,8.7,28.2,30.9,24.9,241
06.08.2020,12:31:01,36.67,30.01,34.2,12.7,18.84,31.68,30.7,12.4,8.9,28.2,30.9,24.9,249
06.08.2020,12:31:11,36.63,29.99,34.5,12.8,18.88,31.65,29.5,11.8,8.6,28.4,31.0,25.0,257
06.08.2020,12:31:21,36.59,29.93,34.1,12.5,18.75,31.61,28.3,11.2,8.2,28.4,31.0,25.1,260
06.08.2020,12:31:31,36.56,29.85,33.7,12.3,18.61,31.57,29.0,11.5,8.4,28.3,31.0,25.0,262
06.08.2020,12:31:41,36.54,29.86,33.4,12.1,18.55,31.52,29.2,11.5,8.4,28.4,31.0,25.0,261
06.08.2020,12:31:51,36.49,29.76,34.0,12.3,18.61,31.47,29.7,11.8,8.5,28.4,31.0,25.1,257
06.08.2020,12:32:01,36.45,29.74,33.1,11.9,18.41,31.42,28.2,10.9,8.1,28.0,30.6,25.1,250
06.08.2020,12:32:11,36.41,29.73,32.7,11.7,18.32,31.36,29.8,11.7,8.5,27.9,30.4,24.7,241
06.08.2020,12:32:21,36.37,29.74,33.4,12.0,18.46,31.34,30.5,12.1,8.7,28.1,30.4,24.9,231
06.08.2020,12:32:31,36.31,29.60,34.2,12.3,18.52,31.31,30.0,11.8,8.6,27.9,30.5,25.0,218
06.08.2020,12:32:41,36.25,29.40,34.9,12.4,18.52,31.28,30.9,12.2,8.8,28.2,30.4,25.1,207
06.08.2020,12:32:51,36.22,29.34,35.3,12.5,18.57,31.26,29.8,11.6,8.5,28.3,30.4,25.1,196
06.08.2020,12:33:01,36.17,29.42,35.1,12.5,18.58,31.24,30.1,11.8,8.5,28.3,30.4,25.2,186
06.08.2020,12:33:11,36.12,29.40,35.5,12.7,18.65,31.25,31.0,12.2,8.8,28.5,30.3,25.3,176
06.08.2020,12:33:21,36.08,29.54,35.8,12.9,18.82,31.28,32.2,12.8,9.2,28.7,30.4,25.3,168
06.08.2020,12:33:31,36.05,29.73,36.2,13.3,19.05,31.33,31.8,12.7,9.1,28.8,30.5,25.5,162
06.08.2020,12:33:41,36.01,29.84,36.5,13.5,19.19,31.40,32.9,13.3,9.4,29.0,30.6,25.8,158
06.08.2020,12:33:51,35.97,30.04,36.9,13.8,19.43,31.47,33.6,13.6,9.7,29.1,30.8,25.8,154
06.08.2020,12:34:01,35.94,30.09,37.4,14.1,19.55,31.52,32.2,13.0,9.3,29.1,30.8,25.8,153
06.08.2020,12:34:11,35.92,29.99,36.6,13.6,19.31,31.54,30.1,12.0,8.7,28.8,30.8,25.6,152
06.08.2020,12:34:21,35.90,30.09,35.7,13.4,19.21,31.54,29.5,11.7,8.5,28.6,30.7,25.4,151
06.08.2020,12:34:31,35.88,30.31,34.8,13.2,19.18,31.55,29.6,11.8,8.6,28.6,30.8,25.2,150
06.08.2020,12:34:41,35.86,30.43,34.6,13.2,19.23,31.59,29.1,11.6,8.4,28.7,30.9,25.3,152
06.08.2020,12:34:51,35.84,30.54,34.7,13.3,19.33,31.63,29.4,11.7,8.5,28.7,31.0,25.3,151
06.08.2020,12:35:01,35.83,30.56,35.0,13.5,19.41,31.66,31.2,12.7,9.1,28.8,31.2,25.3,149
06.08.2020,12:35:11,35.81,30.61,35.4,13.7,19.53,31.70,30.8,12.5,9.0,28.7,31.5,25.5,149
06.08.2020,12:35:21,35.80,30.71,35.6,13.9,19.66,31.74,32.6,13.4,9.5,28.8,31.7,25.8,151
06.08.2020,12:35:31,35.80,30.81,35.7,14.0,19.74,31.77,30.0,12.2,8.8,28.7,31.9,25.9,152
06.08.2020,12:35:41,35.79,30.91,35.8,14.1,19.84,31.80,31.2,12.8,9.2,28.7,32.1,26.1,155
06.08.2020,12:35:51,35.79,30.95,36.2,14.4,19.97,31.85,32.7,13.6,9.6,29.1,32.4,26.3,158
06.08.2020,12:36:01,35.79,30.92,37.0,14.7,20.11,31.89,34.8,14.6,10.3,29.4,32.5,26.6,159
06.08.2020,12:36:11,35.79,30.85,37.9,15.0,20.24,31.91,32.5,13.5,9.6,29.5,32.5,26.8,157
06.08.2020,12:36:21,35.80,30.55,38.9,15.1,20.22,31.92,33.6,14.0,9.9,29.4,32.3,26.7,159
06.08.2020,12:36:31,35.80,30.35,39.7,15.2,20.23,31.92,35.4,14.9,10.5,29.5,32.2,26.7,159
06.08.2020,12:36:41,35.81,30.38,40.0,15.4,20.33,31.92,34.9,14.6,10.3,29.7,32.2,26.8,160
06.08.2020,12:36:51,35.81,30.29,40.1,15.3,20.25,31.91,32.4,13.5,9.6,29.5,31.9,26.8,159
06.08.2020,12:37:01,35.82,29.97,38.7,14.5,19.72,31.87,28.7,11.6,8.4,28.9,31.3,26.4,159
06.08.2020,12:37:11,35.82,29.83,36.6,13.5,19.19,31.79,28.9,11.6,8.5,28.4,30.8,25.8,159
06.08.2020,12:37:21,35.82,29.58,37.5,13.7,19.21,31.73,33.8,14.0,9.9,28.3,30.5,25.6,157
06.08.2020,12:37:31,35.81,29.49,37.0,13.4,19.02,31.65,28.7,11.4,8.3,28.0,30.4,25.4,156
06.08.2020,12:37:41,35.80,29.51,35.9,13.0,18.82,31.60,30.9,12.5,9.0,27.7,30.0,25.2,154
06.08.2020,12:37:51,35.79,29.53,36.0,13.0,18.84,31.57,31.6,12.8,9.2,27.5,29.9,25.1,152
06.08.2020,12:38:01,35.78,29.64,36.2,13.2,18.98,31.55,30.5,12.2,8.8,27.5,29.9,25.3,150
06.08.2020,12:38:11,35.77,29.71,36.2,13.2,19.02,31.54,30.5,12.2,8.8,27.4,30.0,25.4,150
06.08.2020,12:38:21,35.76,29.91,35.7,13.2,19.08,31.54,30.5,12.2,8.8,27.3,30.1,25.5,149
06.08.2020,12:38:31,35.75,30.03,35.9,13.4,19.21,31.54,30.6,12.3,8.8,27.3,30.2,25.6,148
06.08.2020,12:38:41,35.74,30.10,36.0,13.5,19.27,31.54,29.6,11.8,8.6,27.2,30.3,25.6,148
06.08.2020,12:38:51,35.72,30.33,35.1,13.3,19.25,31.55,30.5,12.2,8.8,27.2,30.1,25.3,148
06.08.2020,12:39:01,35.70,30.47,34.8,13.3,19.31,31.57,31.4,12.7,9.1,27.4,30.1,25.3,148
06.08.2020,12:39:11,35.69,30.63,35.0,13.6,19.47,31.60,32.6,13.3,9.5,27.7,30.2,25.4,148
06.08.2020,12:39:21,35.68,30.39,36.3,13.9,19.55,31.62,33.2,13.6,9.7,27.8,30.3,25.5,149
06.08.2020,12:39:31,35.67,30.20,36.6,13.9,19.48,31.63,31.6,12.8,9.2,27.8,30.4,25.6,149
06.08.2020,12:39:41,35.66,30.19,36.7,13.9,19.50,31.64,31.7,12.9,9.2,28.1,30.5,25.5,150
06.08.2020,12:39:51,35.66,30.42,36.1,13.8,19.53,31.67,30.4,12.3,8.9,28.2,30.6,25.5,151
06.08.2020,12:40:01,35.65,30.62,35.2,13.6,19.50,31.70,29.9,12.1,8.7,28.4,30.7,25.7,152
06.08.2020,12:40:11,35.65,30.68,35.6,13.9,19.64,31.74,33.0,13.6,9.7,28.3,30.8,25.8,156
06.08.2020,12:40:21,35.64,30.77,35.8,14.0,19.74,31.76,30.1,12.2,8.8,28.3,30.9,25.9,160
06.08.2020,12:40:31,35.64,30.71,35.6,13.9,19.65,31.79,30.6,12.5,9.0,28.2,30.8,25.8,168
06.08.2020,12:40:41,35.63,30.52,35.4,13.6,19.46,31.80,29.7,12.0,8.7,28.3,30.8,25.8,176
06.08.2020,12:40:51,35.63,30.53,35.0,13.5,19.39,31.80,30.2,12.3,8.9,28.3,30.8,25.7,184
06.08.2020,12:41:01,35.62,30.38,35.8,13.7,19.44,31.80,31.6,13.0,9.3,28.3,30.8,25.6,193
06.08.2020,12:41:11,35.62,30.36,36.0,13.8,19.49,31.80,30.4,12.4,8.9,28.3,30.4,29.3,195
06.08.2020,12:41:21,35.62,30.31,35.8,13.6,19.40,31.80,28.5,11.4,8.4,28.3,30.3,28.8,206
06.08.2020,12:41:31,35.62,30.31,35.0,13.3,19.23,31.80,28.5,11.4,8.4,28.3,30.2,27.9,219
06.08.2020,12:41:41,35.62,30.43,34.5,13.2,19.21,31.81,28.4,11.4,8.3,28.3,30.1,27.0,232
06.08.2020,12:41:51,35.62,30.46,34.4,13.1,19.20,31.85,28.9,11.7,8.5,28.0,30.0,26.4,247
06.08.2020,12:42:01,35.61,30.51,34.6,13.2,19.28,31.88,30.0,12.3,8.8,28.0,29.9,26.0,258
06.08.2020,12:42:11,35.61,30.45,34.9,13.3,19.30,31.90,29.3,11.9,8.6,28.2,29.9,25.6,264
06.08.2020,12:42:21,35.61,30.46,34.9,13.3,19.31,31.93,30.0,12.3,8.9,28.5,29.9,25.2,268
06.08.2020,12:42:31,35.61,30.47,35.1,13.5,19.37,31.96,30.6,12.6,9.1,28.8,29.8,25.0,269
06.08.2020,12:42:41,35.61,30.20,34.9,13.1,19.11,31.96,28.2,11.4,8.3,28.4,29.7,24.9,268
06.08.2020,12:42:51,35.62,30.01,33.8,12.5,18.75,31.91,29.1,11.8,8.6,27.8,29.5,24.7,266
06.08.2020,12:43:01,35.61,29.88,33.8,12.3,18.65,31.87,28.3,11.4,8.3,27.8,29.4,24.4,262
06.08.2020,12:43:11,35.60,29.91,33.3,12.1,18.56,31.82,28.1,11.2,8.2,27.9,29.5,24.3,255
06.08.2020,12:43:21,35.60,30.01,33.5,12.3,18.69,31.81,29.4,11.9,8.6,28.0,29.6,24.2,246
06.08.2020,12:43:31,35.59,30.15,33.9,12.6,18.88,31.84,29.9,12.2,8.8,28.2,29.8,24.2,235
06.08.2020,12:43:41,35.58,30.29,34.2,12.9,19.05,31.89,30.8,12.7,9.1,28.4,30.0,24.2,223
